id,scenario,variables,model,model_version,response_timestamp,prompt,response,recommendations,risk_profile
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|30,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 20'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 8,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=8.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|29,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 20'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 10,000 CHF
Ethereum: 7,000 CHF
StABlecoin (USDC/Tether): 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=10.0), ProductRecommendation(product='Ethereum', amount=7.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|37,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
StABlecoin (USDC/Tether): 8,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|39,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 5,000 CHF
Polkadot: 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polkadot', amount=3.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|38,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
StABlecoin (USDC/Tether): 8,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|46,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 40'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 16000
Ethereum: 12000
Solana: 4000
Polkadot: 4000
Chainlink: 4000","[ProductRecommendation(product='Bitcoin', amount=16000.0), ProductRecommendation(product='Ethereum', amount=12000.0), ProductRecommendation(product='Solana', amount=4000.0), ProductRecommendation(product='Polkadot', amount=4000.0), ProductRecommendation(product='Chainlink', amount=4000.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|47,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 40'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 16,000 CHF
Ethereum: 12,000 CHF
StABlecoin (USDC/Tether): 8,000 CHF
Solana: 4,000 CHF","[ProductRecommendation(product='Bitcoin', amount=16.0), ProductRecommendation(product='Ethereum', amount=12.0), ProductRecommendation(product='Solana', amount=4.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|48,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 40'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 16,000 CHF
Ethereum: 12,000 CHF
Solana: 4,000 CHF
Polkadot: 4,000 CHF
Cardano: 4,000 CHF","[ProductRecommendation(product='Bitcoin', amount=16.0), ProductRecommendation(product='Ethereum', amount=12.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Polkadot', amount=4.0), ProductRecommendation(product='Cardano', amount=4.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|57,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 50'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 25,000 CHF
Ethereum: 15,000 CHF
StABlecoin (USDC/Tether): 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=25.0), ProductRecommendation(product='Ethereum', amount=15.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|56,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 50'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 20000
Ethereum: 15000
StABlecoin (USDC/Tether): 15000","[ProductRecommendation(product='Bitcoin', amount=20000.0), ProductRecommendation(product='Ethereum', amount=15000.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|64,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|65,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50000
Ethereum: 30000
Solana: 10000
Polkadot: 10000","[ProductRecommendation(product='Bitcoin', amount=50000.0), ProductRecommendation(product='Ethereum', amount=30000.0), ProductRecommendation(product='Solana', amount=10000.0), ProductRecommendation(product='Polkadot', amount=10000.0)]",risk-averse
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|66,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|1,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40 CHF
Ethereum: 35 CHF
USDC: 25 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='USDC', amount=25.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|3,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 40 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=40.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|2,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 40 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=40.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|4,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50 CHF
Ethereum: 30 CHF
Solana: 20 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=20.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|5,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50 CHF
Ethereum: 30 CHF
StABlecoin (USDC/Tether): 20 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|7,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 40 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=40.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|6,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 40 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=40.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|9,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50 CHF
Ethereum: 35 CHF
StABlecoin (USDC/Tether): 15 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=35.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|8,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50 CHF
Ethereum: 30 CHF
Polkadot: 20 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Polkadot', amount=20.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|11,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 40 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=40.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|12,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50 CHF
Ethereum: 30 CHF
Solana: 10 CHF
Polkadot: 10 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=10.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|10,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 40 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=40.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|37,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 400 CHF
Ethereum: 300 CHF
StABlecoin (USDC/Tether): 300 CHF","[ProductRecommendation(product='Bitcoin', amount=400.0), ProductRecommendation(product='Ethereum', amount=300.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|40,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 400 CHF
Ethereum: 300 CHF
Solana: 200 CHF
Polkadot: 100 CHF","[ProductRecommendation(product='Bitcoin', amount=400.0), ProductRecommendation(product='Ethereum', amount=300.0), ProductRecommendation(product='Solana', amount=200.0), ProductRecommendation(product='Polkadot', amount=100.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|41,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 400 CHF
Ethereum: 300 CHF
Solana: 150 CHF
Polkadot: 150 CHF","[ProductRecommendation(product='Bitcoin', amount=400.0), ProductRecommendation(product='Ethereum', amount=300.0), ProductRecommendation(product='Solana', amount=150.0), ProductRecommendation(product='Polkadot', amount=150.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|42,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 500 CHF
Ethereum: 300 CHF
StABlecoin (USDC/Tether): 200 CHF","[ProductRecommendation(product='Bitcoin', amount=500.0), ProductRecommendation(product='Ethereum', amount=300.0)]",risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|43,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 500 CHF
Ethereum: 300 CHF
StABlecoin (USDC/Tether): 200 CHF","[ProductRecommendation(product='Bitcoin', amount=500.0), ProductRecommendation(product='Ethereum', amount=300.0)]",risk-averse
