id,scenario,variables,model,model_version,response_timestamp,prompt,response,recommendations,budget,risk_profile
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|69,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 10,000 CHF
Polkadot: 8,000 CHF
Chainlink: 7,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Chainlink', amount=7.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|72,tokens,budget_risk_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 35,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF
Chainlink: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=35.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Chainlink', amount=10.0)]",100'000 chf,risk-seeking
tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|22,tokens,budget_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 15,000 CHF
Polygon: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polygon', amount=10.0)]",100'000 chf,unknown
tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|23,tokens,budget_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF
Cardano: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Cardano', amount=5.0)]",100'000 chf,unknown
tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|24,tokens,budget_term,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","# Crypto Investment Alloracation (100,000 CHF)

Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 10,000 CHF
Polkadot: 8,000 CHF
Cardano: 7,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Cardano', amount=7.0)]",100'000 chf,unknown
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|253,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
USDC: 20,000 CHF
Solana: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='USDC', amount=20.0), ProductRecommendation(product='Solana', amount=10.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|256,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF
Polkadot: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Polkadot', amount=10.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|257,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40000 CHF
Ethereum: 35000 CHF
Solana: 15000 CHF
Polkadot: 10000 CHF","[ProductRecommendation(product='Bitcoin', amount=40000.0), ProductRecommendation(product='Ethereum', amount=35000.0), ProductRecommendation(product='Solana', amount=15000.0), ProductRecommendation(product='Polkadot', amount=10000.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|259,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|260,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|261,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF
Cardano: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Cardano', amount=5.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|263,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|265,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 35,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Polygon: 12,000 CHF
Chainlink: 8,000 CHF","[ProductRecommendation(product='Bitcoin', amount=35.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polygon', amount=12.0), ProductRecommendation(product='Chainlink', amount=8.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|264,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF
Cardano: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Cardano', amount=5.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|267,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF
Polkadot: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Polkadot', amount=10.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|268,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 35,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF
Chainlink: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=35.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Chainlink', amount=10.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|270,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF
Cardano: 5,000 CHF
Polkadot: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Cardano', amount=5.0), ProductRecommendation(product='Polkadot', amount=5.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|269,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 10,000 CHF
Polkadot: 10,000 CHF
Chainlink: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Chainlink', amount=10.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|271,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF
Polkadot: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Polkadot', amount=10.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|272,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 12,000 CHF
Polkadot: 10,000 CHF
Chainlink: 8,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=12.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Chainlink', amount=8.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|273,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 12,000 CHF
Polkadot: 8,000 CHF
Chainlink: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=12.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Chainlink', amount=5.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|275,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF
Polkadot: 5,000 CHF
Cardano: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Polkadot', amount=5.0), ProductRecommendation(product='Cardano', amount=5.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|276,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 10,000 CHF
Polkadot: 8,000 CHF
Chainlink: 7,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Chainlink', amount=7.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|claude-haiku-4-5-20251001|20260824_1054|274,tokens,budget_risk_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","# Crypto Investment REcommendations

Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 10,000 CHF
Polkadot: 10,000 CHF
Cardano: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Cardano', amount=10.0)]",100'000 chf,risk-neutral
